Accuracy,Precision,Recall,F1,Method,Model,Optimizer,TimeSec,SourceFile
0.6790123456790124,0.6871136094355419,0.6790123456790124,0.6750368877516603,fscs,KNN,Grid,0.4127354621887207,grid_search_results.csv
0.7283950617283951,0.7315499162990202,0.7283950617283951,0.7279991758936514,fscs,Random Forest,Grid,3.0467984676361084,grid_search_results.csv
0.6888888888888889,0.6948849969226314,0.6888888888888889,0.6887069679875539,fscs,Decision Tree,Grid,0.0514249801635742,grid_search_results.csv
0.7604938271604939,0.7648758523199597,0.7604938271604939,0.76142194468571,fscs,SVM,Grid,1.1053180694580078,grid_search_results.csv
0.7654320987654321,0.7720771877804342,0.7654320987654321,0.7664392474251562,fscs,Logistic Regression,Bayes,9.426599264144896,bayes_search_results.csv
0.7506172839506173,0.7577400515927086,0.7506172839506173,0.7509833249214166,fscs,Gradient Boosting,Bayes,179.38956761360168,bayes_search_results.csv
0.7160493827160493,0.7279684317221321,0.7160493827160493,0.7088993733380712,fscs,KNN,Bayes,31.92905139923096,bayes_search_results.csv
0.7580246913580246,0.7653873285271565,0.7580246913580246,0.7577785234717297,fscs,Random Forest,Bayes,36.55645394325256,bayes_search_results.csv
0.6765432098765433,0.6819214596730224,0.6765432098765433,0.6759702059940506,fscs,Decision Tree,Bayes,12.501984357833862,bayes_search_results.csv
0.7604938271604939,0.7686215427692308,0.7604938271604939,0.7608654174919138,fscs,SVM,Bayes,20.057117700576782,bayes_search_results.csv
0.8,0.7987000107476299,0.8,0.7987742016516626,etc,Logistic Regression,Randomized,1.48988938331604,randomized_search_results.csv
0.7679012345679013,0.7686936828421638,0.7679012345679013,0.7663867478749187,etc,Gradient Boosting,Randomized,43.077871799468994,randomized_search_results.csv
0.7308641975308642,0.7381344678399884,0.7308641975308642,0.727799678806248,etc,KNN,Randomized,0.4031426906585693,randomized_search_results.csv
0.762962962962963,0.7699197675347199,0.762962962962963,0.7606640964996269,etc,Random Forest,Randomized,11.293696880340576,randomized_search_results.csv
0.6814814814814815,0.6873821991221425,0.6814814814814815,0.6789481050713788,etc,Decision Tree,Randomized,0.115870714187622,randomized_search_results.csv
0.7703703703703704,0.7697771984167383,0.7703703703703704,0.7694161169436157,etc,SVM,Randomized,5.460855722427368,randomized_search_results.csv
0.8,0.7987540649531613,0.8,0.7984704108482832,etc,Logistic Regression,Grid,0.0936133861541748,grid_search_results.csv
0.762962962962963,0.7656276265258375,0.762962962962963,0.7639837477837735,etc,Gradient Boosting,Grid,13.279253244400024,grid_search_results.csv
0.7234567901234568,0.7265524485726188,0.7234567901234568,0.7194501915596719,etc,KNN,Grid,0.1968600749969482,grid_search_results.csv
0.745679012345679,0.7482096161180236,0.745679012345679,0.7450532326354667,etc,Random Forest,Grid,1.97715425491333,grid_search_results.csv
0.6790123456790124,0.6864189937291789,0.6790123456790124,0.6716762853129465,etc,Decision Tree,Grid,0.04156494140625,grid_search_results.csv
0.7901234567901234,0.7908730001540458,0.7901234567901234,0.7893032796446428,etc,SVM,Grid,0.8558149337768555,grid_search_results.csv
0.8,0.7984192884368655,0.8,0.7987608641124032,etc,Logistic Regression,Bayes,14.186155319213867,bayes_search_results.csv
0.7604938271604939,0.7620834063700408,0.7604938271604939,0.7580855392724304,etc,Gradient Boosting,Bayes,143.5526521205902,bayes_search_results.csv
0.7234567901234568,0.7297413931095548,0.7234567901234568,0.7204118630212487,etc,KNN,Bayes,11.665777206420898,bayes_search_results.csv
0.7703703703703704,0.772556085497262,0.7703703703703704,0.7692755167308446,etc,Random Forest,Bayes,34.98036193847656,bayes_search_results.csv
0.7234567901234568,0.7209390262101105,0.7234567901234568,0.719512234334384,etc,Decision Tree,Bayes,14.72780179977417,bayes_search_results.csv
0.7950617283950617,0.795088613571893,0.7950617283950617,0.7938231890527154,etc,SVM,Bayes,20.146658897399902,bayes_search_results.csv
0.7901234567901234,0.7911687718850705,0.7901234567901234,0.7890762813842568,pc,Logistic Regression,Randomized,1.8227243423461916,randomized_search_results.csv
0.7308641975308642,0.732487049140644,0.7308641975308642,0.7283134658740048,pc,Gradient Boosting,Randomized,47.13271236419678,randomized_search_results.csv
0.6839506172839506,0.6849269946638369,0.6839506172839506,0.6737213416847014,pc,KNN,Randomized,0.3734285831451416,randomized_search_results.csv
0.7407407407407407,0.7439914891890497,0.7407407407407407,0.7385356949053459,pc,Random Forest,Randomized,11.33626937866211,randomized_search_results.csv
0.6370370370370371,0.6388603314656242,0.6370370370370371,0.6359703166625906,pc,Decision Tree,Randomized,0.1094026565551757,randomized_search_results.csv
0.7654320987654321,0.7657690451664938,0.7654320987654321,0.7653015157592012,pc,SVM,Randomized,5.3486647605896,randomized_search_results.csv
0.7901234567901234,0.791502472129668,0.7901234567901234,0.7890148834596109,pc,Logistic Regression,Grid,0.1000747680664062,grid_search_results.csv
0.7407407407407407,0.7398109083049174,0.7407407407407407,0.7391430865904703,pc,Gradient Boosting,Grid,12.54234266281128,grid_search_results.csv
0.6666666666666666,0.6666209273811886,0.6666666666666666,0.6600883194794641,pc,KNN,Grid,0.281639814376831,grid_search_results.csv
0.7308641975308642,0.7328098783781931,0.7308641975308642,0.7310087736671844,pc,Random Forest,Grid,1.8465549945831297,grid_search_results.csv
0.6493827160493827,0.6547595816557037,0.6493827160493827,0.6479783536958162,pc,Decision Tree,Grid,0.0381536483764648,grid_search_results.csv
0.7753086419753087,0.7764764522312346,0.7753086419753087,0.7754009579206504,pc,SVM,Grid,0.8050193786621094,grid_search_results.csv
0.7901234567901234,0.7911687718850705,0.7901234567901234,0.7890762813842568,pc,Logistic Regression,Bayes,15.335920333862305,bayes_search_results.csv
0.7333333333333333,0.7374303126999194,0.7333333333333333,0.7305619168320135,pc,Gradient Boosting,Bayes,107.93571639060974,bayes_search_results.csv
0.7012345679012346,0.7012650966395138,0.7012345679012346,0.6917968745046176,pc,KNN,Bayes,12.41424298286438,bayes_search_results.csv
0.7333333333333333,0.7367714633057373,0.7333333333333333,0.7299997668139794,pc,Random Forest,Bayes,29.54793953895569,bayes_search_results.csv
0.654320987654321,0.656482314534254,0.654320987654321,0.6551424977425775,pc,Decision Tree,Bayes,11.115492582321169,bayes_search_results.csv
0.7703703703703704,0.770248309210173,0.7703703703703704,0.769947202216147,pc,SVM,Bayes,15.067950248718262,bayes_search_results.csv
0.782716049382716,0.783310470964792,0.782716049382716,0.7810032088282496,mi,Logistic Regression,Randomized,2.211740732192993,randomized_search_results.csv
0.7308641975308642,0.7321228369368042,0.7308641975308642,0.7289838333500029,mi,Gradient Boosting,Randomized,45.98141098022461,randomized_search_results.csv
0.6987654320987654,0.7021020112708269,0.6987654320987654,0.6920131963645566,mi,KNN,Randomized,0.3714056015014648,randomized_search_results.csv
0.7382716049382716,0.7417569245964788,0.7382716049382716,0.738828778443566,mi,Random Forest,Randomized,10.927712202072144,randomized_search_results.csv
0.6370370370370371,0.6344138758001047,0.6370370370370371,0.635458811799808,mi,Decision Tree,Randomized,0.1035976409912109,randomized_search_results.csv
0.7481481481481481,0.7491040136583234,0.7481481481481481,0.7482239451989013,mi,SVM,Randomized,4.962122440338135,randomized_search_results.csv
0.7876543209876543,0.7876156470428777,0.7876543209876543,0.7857719708975298,mi,Logistic Regression,Grid,0.0887980461120605,grid_search_results.csv
0.7333333333333333,0.7336399703198511,0.7333333333333333,0.7321530813204208,mi,Gradient Boosting,Grid,13.32008147239685,grid_search_results.csv
0.7061728395061728,0.7057998591979174,0.7061728395061728,0.7010131345149911,mi,KNN,Grid,0.1888294219970703,grid_search_results.csv
0.7530864197530864,0.757867290287081,0.7530864197530864,0.754341338122746,mi,Random Forest,Grid,1.8563807010650637,grid_search_results.csv
0.6518518518518519,0.6574194653812226,0.6518518518518519,0.6507592360287038,mi,Decision Tree,Grid,0.0413227081298828,grid_search_results.csv
0.762962962962963,0.765043336115074,0.762962962962963,0.763226082591213,mi,SVM,Grid,0.8045177459716797,grid_search_results.csv
0.782716049382716,0.783310470964792,0.782716049382716,0.7810032088282496,mi,Logistic Regression,Bayes,10.603114366531372,bayes_search_results.csv
0.7308641975308642,0.7321539161023863,0.7308641975308642,0.7285939205969456,mi,Gradient Boosting,Bayes,135.15501046180725,bayes_search_results.csv
0.6987654320987654,0.7021020112708269,0.6987654320987654,0.6920131963645566,mi,KNN,Bayes,12.9117112159729,bayes_search_results.csv
0.7506172839506173,0.7542761333456651,0.7506172839506173,0.7506023743219983,mi,Random Forest,Bayes,35.486247301101685,bayes_search_results.csv
0.6592592592592592,0.6597581369904613,0.6592592592592592,0.6591193454631347,mi,Decision Tree,Bayes,11.693132877349854,bayes_search_results.csv
0.7654320987654321,0.7678793736265002,0.7654320987654321,0.7659935225548303,mi,SVM,Bayes,17.99097514152527,bayes_search_results.csv
0.7679012345679013,0.7672775504207979,0.7679012345679013,0.767410831721002,mir,Logistic Regression,Randomized,1.6271793842315674,randomized_search_results.csv
0.745679012345679,0.7505175672493789,0.745679012345679,0.7432845452532263,mir,Gradient Boosting,Randomized,46.25470948219299,randomized_search_results.csv
0.7135802469135802,0.7174895414623046,0.7135802469135802,0.7096020997899048,mir,KNN,Randomized,0.5205700397491455,randomized_search_results.csv
0.7506172839506173,0.7508191277777334,0.7506172839506173,0.7505043727797012,mir,Random Forest,Randomized,10.987859725952148,randomized_search_results.csv
0.7333333333333333,0.7347454305157671,0.7333333333333333,0.7330973123861257,mir,Decision Tree,Randomized,0.1064507961273193,randomized_search_results.csv
0.7283950617283951,0.7280455269894522,0.7283950617283951,0.7263145056325769,mir,SVM,Randomized,5.345213413238525,randomized_search_results.csv
0.7679012345679013,0.7672775504207979,0.7679012345679013,0.767410831721002,mir,Logistic Regression,Grid,0.0959362983703613,grid_search_results.csv
0.7481481481481481,0.7476798206631285,0.7481481481481481,0.7470344566431874,mir,Gradient Boosting,Grid,12.55672311782837,grid_search_results.csv
0.7160493827160493,0.7190963872247957,0.7160493827160493,0.7124207579085446,mir,KNN,Grid,0.2176530361175537,grid_search_results.csv
0.7481481481481481,0.74717715857723,0.7481481481481481,0.7472743533702885,mir,Random Forest,Grid,2.134917974472046,grid_search_results.csv
0.7086419753086419,0.7227383835570971,0.7086419753086419,0.706142832631129,mir,Decision Tree,Grid,0.049609899520874,grid_search_results.csv
0.745679012345679,0.7454096603586527,0.745679012345679,0.7451173392731347,mir,SVM,Grid,0.8208231925964355,grid_search_results.csv
0.7679012345679013,0.7672775504207979,0.7679012345679013,0.767410831721002,mir,Logistic Regression,Bayes,9.380135297775269,bayes_search_results.csv
0.7407407407407407,0.7409460192378596,0.7407407407407407,0.7381597819024994,mir,Gradient Boosting,Bayes,103.91337752342224,bayes_search_results.csv
0.7135802469135802,0.7174895414623046,0.7135802469135802,0.7096020997899048,mir,KNN,Bayes,11.85708999633789,bayes_search_results.csv
0.7580246913580246,0.7605963782241434,0.7580246913580246,0.7570678741957662,mir,Random Forest,Bayes,29.74170470237732,bayes_search_results.csv
0.6938271604938272,0.704547694016044,0.6938271604938272,0.6933452556497851,mir,Decision Tree,Bayes,9.860971927642822,bayes_search_results.csv
0.7432098765432099,0.7425195414605482,0.7432098765432099,0.7422306926066975,mir,SVM,Bayes,19.940178394317627,bayes_search_results.csv
0.7333333333333333,0.736444418483399,0.7333333333333333,0.733969923077532,mu,Logistic Regression,Randomized,2.597098588943481,randomized_search_results.csv
0.7061728395061728,0.7083569578752387,0.7061728395061728,0.7054109900215524,mu,Gradient Boosting,Randomized,59.13005018234253,randomized_search_results.csv
0.6691358024691358,0.6653516593632616,0.6691358024691358,0.6617619178937194,mu,KNN,Randomized,0.8620402812957764,randomized_search_results.csv
0.7234567901234568,0.729641073246654,0.7234567901234568,0.7248123365235415,mu,Random Forest,Randomized,13.614033460617064,randomized_search_results.csv
0.6345679012345679,0.6407803575071318,0.6345679012345679,0.6324329750912163,mu,Decision Tree,Randomized,0.1105010509490966,randomized_search_results.csv
0.691358024691358,0.6970888688237615,0.691358024691358,0.6933142700695281,mu,SVM,Randomized,5.037089347839356,randomized_search_results.csv
0.7333333333333333,0.736444418483399,0.7333333333333333,0.733969923077532,mu,Logistic Regression,Grid,0.1434106826782226,grid_search_results.csv
0.7061728395061728,0.7071640419218476,0.7061728395061728,0.7061752508840755,mu,Gradient Boosting,Grid,18.863736867904663,grid_search_results.csv
0.6864197530864198,0.6801011462555955,0.6864197530864198,0.6784018987782428,mu,KNN,Grid,0.3818321228027344,grid_search_results.csv
0.7283950617283951,0.7344461806889285,0.7283950617283951,0.7297190960634938,mu,Random Forest,Grid,2.156679391860962,grid_search_results.csv
0.6567901234567901,0.6585534651021107,0.6567901234567901,0.6565499149006401,mu,Decision Tree,Grid,0.056265115737915,grid_search_results.csv
0.7234567901234568,0.7282516728928716,0.7234567901234568,0.7243622570178327,mu,SVM,Grid,1.0327789783477783,grid_search_results.csv
0.7333333333333333,0.736444418483399,0.7333333333333333,0.733969923077532,mu,Logistic Regression,Bayes,12.392634630203249,bayes_search_results.csv
0.725925925925926,0.7284795449043814,0.725925925925926,0.7245756116586503,mu,Gradient Boosting,Bayes,180.3330452442169,bayes_search_results.csv
0.6765432098765433,0.6713264313762067,0.6765432098765433,0.6670211107976896,mu,KNN,Bayes,17.481220245361328,bayes_search_results.csv
0.7234567901234568,0.7278495796829977,0.7234567901234568,0.7245396778759436,mu,Random Forest,Bayes,39.060696840286255,bayes_search_results.csv
0.6345679012345679,0.6438981501722972,0.6345679012345679,0.6345110159992821,mu,Decision Tree,Bayes,18.87532877922058,bayes_search_results.csv
0.7209876543209877,0.7251020920163649,0.7209876543209877,0.7217523486647135,mu,SVM,Bayes,21.750983476638797,bayes_search_results.csv
0.8049382716049382,0.8050983081847279,0.8049382716049382,0.8041277897313581,vt,Logistic Regression,Randomized,1.4030532836914062,randomized_search_results.csv
0.7802469135802469,0.7821337910251743,0.7802469135802469,0.7770064185322368,vt,Gradient Boosting,Randomized,53.3891077041626,randomized_search_results.csv
0.6962962962962963,0.6921036029771157,0.6962962962962963,0.6809102712979265,vt,KNN,Randomized,0.4151854515075683,randomized_search_results.csv
0.762962962962963,0.7632261668372778,0.762962962962963,0.7608255459744596,vt,Random Forest,Randomized,14.607234239578249,randomized_search_results.csv
0.7358024691358025,0.7328601039567751,0.7358024691358025,0.7340430045714599,vt,Decision Tree,Randomized,0.1111655235290527,randomized_search_results.csv
0.7753086419753087,0.7752442579759726,0.7753086419753087,0.7737686284904574,vt,SVM,Randomized,6.1551127433776855,randomized_search_results.csv
0.8049382716049382,0.8050983081847279,0.8049382716049382,0.8041277897313581,vt,Logistic Regression,Grid,0.0881111621856689,grid_search_results.csv
0.7506172839506173,0.7501627256955475,0.7506172839506173,0.748111984993645,vt,Gradient Boosting,Grid,17.185835123062134,grid_search_results.csv
0.7135802469135802,0.7173162881291112,0.7135802469135802,0.7059136218228781,vt,KNN,Grid,0.2033922672271728,grid_search_results.csv
0.7654320987654321,0.7652374259107249,0.7654320987654321,0.7628556558997436,vt,Random Forest,Grid,2.358264923095703,grid_search_results.csv
0.7111111111111111,0.711896005765571,0.7111111111111111,0.7085698856940688,vt,Decision Tree,Grid,0.0637731552124023,grid_search_results.csv
0.7975308641975308,0.798466146613352,0.7975308641975308,0.796489268193943,vt,SVM,Grid,1.1382503509521484,grid_search_results.csv
0.8074074074074075,0.8076007022804617,0.8074074074074075,0.8064619684866211,vt,Logistic Regression,Bayes,12.672318696975708,bayes_search_results.csv
0.7950617283950617,0.7948569424964937,0.7950617283950617,0.7915912430778026,vt,Gradient Boosting,Bayes,170.16288137435913,bayes_search_results.csv
0.7086419753086419,0.7137049257441952,0.7086419753086419,0.697806623074081,vt,KNN,Bayes,22.4414496421814,bayes_search_results.csv
0.7654320987654321,0.7657786653974025,0.7654320987654321,0.7636558402816095,vt,Random Forest,Bayes,45.89181065559387,bayes_search_results.csv
0.7432098765432099,0.7434856285665113,0.7432098765432099,0.7423331479610801,vt,Decision Tree,Bayes,16.939390659332275,bayes_search_results.csv
0.7703703703703704,0.7705504512368254,0.7703703703703704,0.7690909362130356,vt,SVM,Bayes,24.345280408859253,bayes_search_results.csv
